Imagem,Status,Score,IoU,Total_Janelas,Tempo_s,True_Box,Pred_Box
PXJ-8271-4-_jpg.rf.52d2f50e206bd6575117b86e1bdbe98d.jpg,correto,1.589850390676248,0.8362201081456206,1532,12.185011386871338,"(209, 354, 463, 475)","(192, 352, 448, 480)"
137_jpg.rf.532cef6e3efed680df8242f7f33bf170.jpg,incorreto,0.3136110601885679,0.0,1532,12.315208196640015,"(379, 399, 425, 428)","(32, 160, 224, 256)"
400_jpg.rf.4091d2046cd84961a30e4c12b86a37fc.jpg,incorreto,0.20178792783063138,0.0,1532,12.404762029647827,"(350, 353, 405, 379)","(192, 160, 448, 288)"
1034_jpg.rf.9bfc3ba376e686e12e40593a5fd6da47.jpg,incorreto,0.0002899464608983049,0.0,1532,12.483983039855957,"(405, 146, 438, 169)","(320, 0, 544, 112)"
666_jpg.rf.fb4a921402c324ae3e7377614d86204e.jpg,incorreto,0.36561832133631045,0.0,1532,12.34196400642395,"(350, 408, 391, 442)","(384, 288, 512, 352)"
809_jpg.rf.c3db3d8c9dde5b8626896ccf6c2c35d2.jpg,correto,0.541297895459396,0.598702810577083,1532,12.400621175765991,"(190, 209, 267, 274)","(192, 224, 288, 272)"
OXI-8882-4-_jpg.rf.8a766d45347450dd82cd514fc985185c.jpg,incorreto,1.1994538383273032,0.28587381351200447,1532,12.412244081497192,"(228, 329, 427, 410)","(320, 352, 416, 400)"
LQQ-5578_jpg.rf.acfdba9fe4434ca3ce044b4efc75f95f.jpg,correto,1.2027424672793408,0.6144121365360303,1532,12.71850299835205,"(180, 385, 435, 577)","(192, 448, 448, 576)"
treino-364-_jpg.rf.9c23f3b63c2868bed8760262558c4b05.jpg,incorreto,1.4395522178998568,0.4575,1532,12.839992761611938,"(157, 304, 253, 365)","(96, 288, 256, 368)"
treino-146-_jpg.rf.7ef324c6258ff38614488aba3912c6b6.jpg,correto,0.8478282432732852,0.711840888066605,1532,12.427066087722778,"(216, 384, 332, 441)","(224, 384, 352, 448)"
LPO-1876_jpg.rf.85b8af875b0fba459a491db3794bcddd.jpg,correto,1.1324288376934395,0.7997513569241033,1532,12.345836400985718,"(127, 419, 338, 545)","(96, 416, 352, 544)"
LSV-0458_jpg.rf.4577d1c7419c051fc1b331f65cb372d6.jpg,correto,0.7776967207699425,0.5505264652776369,1532,12.611652374267578,"(268, 81, 499, 270)","(224, 128, 480, 256)"
treino-414-_jpg.rf.59b9a7dcf1686f970cce9ff83d5aec2e.jpg,incorreto,0.546271412050985,0.0,1532,12.705232620239258,"(253, 406, 355, 456)","(224, 128, 352, 192)"
184_jpg.rf.b6b6042da67d334fb29731a1083c67b4.jpg,incorreto,0.1264922602636399,0.1603125,1532,12.330897092819214,"(216, 303, 273, 339)","(160, 288, 320, 368)"
370_jpg.rf.728443fc7d8057f0a3faf45863095897.jpg,incorreto,0.7105218363273139,0.15494791666666666,1532,12.558178663253784,"(469, 295, 503, 316)","(416, 288, 512, 336)"
113_jpg.rf.1c65c487eecb748d3e2d489aed46b8ad.jpg,correto,0.43168944491574834,0.549630844954881,1532,12.335529327392578,"(273, 316, 340, 360)","(256, 320, 352, 368)"
KOR-9948_jpg.rf.015002ba0abba4cb84d6e0e438a4d60a.jpg,incorreto,0.296857173674438,0.32189262074037756,482,3.892836809158325,"(80, 43, 336, 282)","(64, 32, 288, 144)"
266_jpg.rf.e5a14668122203ff92391c863f9492ce.jpg,incorreto,0.11540173150650934,0.0,1532,12.555988311767578,"(395, 289, 459, 326)","(32, 160, 256, 272)"
treino-104-_jpg.rf.d61b6437db269ed4545d15e29200690b.jpg,correto,1.0292056889237813,0.6355110725825518,1532,12.47159719467163,"(258, 502, 417, 581)","(256, 512, 384, 576)"
KPJ-8380-2-_jpg.rf.3c42d40e8b5cb9bca06cbe895b46b1a8.jpg,correto,1.039926579057901,0.5733291757613553,1532,12.441128015518188,"(211, 390, 408, 570)","(192, 448, 416, 560)"
PGB-1924-2-_jpg.rf.06fcd5484590291e71ee4d47e899e1de.jpg,correto,1.0083811994727747,0.6481781857024173,1532,12.364384174346924,"(147, 329, 469, 486)","(192, 352, 448, 480)"
treino-155-_jpg.rf.bff6469ac3e1c3432705a8fc1a2005a8.jpg,correto,0.5937120777746242,0.6943829010817151,1532,12.326382875442505,"(239, 440, 400, 522)","(256, 448, 416, 528)"
135_jpg.rf.b2f1999538b5ead97917cad359bbbf07.jpg,incorreto,0.29623780260050425,0.0,1532,12.66348934173584,"(374, 358, 426, 389)","(288, 192, 480, 288)"
treino-49-_jpg.rf.8eadefe09850d538753347e5e60c9028.jpg,correto,1.5582840410605705,0.6858026813337916,1532,12.526687145233154,"(257, 376, 361, 426)","(256, 384, 352, 432)"
CLJ-7888_JPG_jpg.rf.1698d27f9caa9faf4c79e5f9516ef624.jpg,incorreto,0.4572757791355898,0.04744694652951534,1532,12.523011445999146,"(200, 243, 527, 540)","(352, 320, 448, 368)"
LAE-1017_jpg.rf.a7b05b52125ba006dd572d481a3ce5c4.jpg,incorreto,1.0336294264185817,0.4746014089729329,1532,12.435288429260254,"(158, 369, 332, 524)","(160, 416, 320, 496)"
AH32F37_motorcycle_20240726074901937_jpg.rf.e7790c6051ea9bbba6a27c03c38edd8b.jpg,nao_detectado,-999999.0,0.0,6,0.04736828804016113,"(39, 166, 78, 197)",
PFF-7622-2-_jpg.rf.9f33b6183affa21ce316983054b075b9.jpg,incorreto,0.5326002715821716,0.4583809810412278,1532,12.252771377563477,"(82, 299, 455, 471)","(192, 352, 448, 480)"
LLT-8634_jpg.rf.92c5f45082289de2aeddf1a3c04481c8.jpg,incorreto,0.790428317862336,0.4712999131944444,482,4.013740062713623,"(202, 305, 321, 378)","(192, 288, 384, 384)"
64_jpg.rf.b5f25ef25e8d1e81efb79f6d8940abf9.jpg,incorreto,0.30828015404113995,0.0,1532,12.488070487976074,"(403, 281, 467, 321)","(160, 160, 384, 272)"
LQG-2266_jpg.rf.99ed2da9860ec2a6d2961220479de965.jpg,correto,0.6903885198966545,0.5513870921374155,482,4.1236348152160645,"(84, 206, 221, 338)","(32, 224, 256, 336)"
HNK-7624_jpg.rf.d82001ce8f5ed18cfbdca8635e9d59ae.jpg,correto,1.3067108767552478,0.7027676384974356,1532,12.382972240447998,"(273, 365, 442, 474)","(256, 384, 448, 480)"
treino-138-_jpg.rf.bb11c413abfa4e6c9bf3359721a965db.jpg,correto,1.8644883573612567,0.8619528619528619,1532,12.422496795654297,"(215, 446, 359, 512)","(224, 448, 352, 512)"
931_jpg.rf.c52c4f3a1ef2ef52cc7ee64f758ad824.jpg,incorreto,0.27110752193534704,0.0,1532,12.128263473510742,"(366, 222, 402, 250)","(192, 96, 320, 160)"
OXI-8882-5-_jpg.rf.cfdb1410608f37ace11fd33981ddc39a.jpg,correto,1.7851577926435978,0.6695005313496281,1532,11.697679281234741,"(230, 366, 410, 471)","(192, 352, 416, 464)"
treino-127-_jpg.rf.1f52a0aeec2cfaa94080d8ce03a86418.jpg,incorreto,0.8692151607075523,0.0,1532,11.571303367614746,"(246, 569, 431, 638)","(32, 448, 192, 528)"
591_jpg.rf.2095d255c2b62194ded259dbdc752512.jpg,incorreto,0.15667885959116912,0.0,1532,11.804137468338013,"(385, 271, 455, 315)","(160, 160, 352, 256)"
LNE-5119_jpg.rf.9ce9910637a61931c532002661506635.jpg,correto,1.0709508778405188,0.7537154989384289,482,3.6482720375061035,"(140, 277, 282, 373)","(128, 288, 288, 368)"
202_jpg.rf.9de3d07817fb398b2e476c798968d081.jpg,correto,0.34118849270920204,0.5900358876926325,1532,11.712690591812134,"(351, 258, 419, 301)","(320, 256, 416, 304)"
treino-191-_jpg.rf.7d754cacf93efdcb67334839d18e91bd.jpg,correto,1.3492075480900305,0.5720663265306123,1532,11.78197693824768,"(241, 468, 425, 546)","(224, 448, 448, 560)"
104_jpg.rf.f55b06699cd73e88fd8fcd03811304ef.jpg,incorreto,0.5586833157270547,0.0,1532,11.84016752243042,"(481, 300, 513, 319)","(320, 192, 448, 256)"
KXK-5970_jpg.rf.89a8d678ae0cf7cbf12cd1283f04e7da.jpg,incorreto,1.1175922735009176,0.4591928251121076,1532,11.819240093231201,"(152, 336, 397, 559)","(160, 416, 384, 528)"
